"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
303,"Combination Chemotherapy With or Without Hypofractionated Radiation Therapy Before Surgery in Treating Patients With Pancreatic Cancer","Active, not recruiting","Has Results","Pancreatic Adenocarcinoma|Borderline Resectable Adenocarcinoma of the Head of the Pancrease","Radiation: radiation therapy|Procedure: surgery|Drug: mFOLFIRINOX|Drug: FOLFOX","Southern Cancer Center PC-Mobile, Mobile, Alabama, United States|Southern Cancer Center PC-Springhill, Mobile, Alabama, United States|University of South Alabama Mitchell Cancer Institute, Mobile, Alabama, United States|Kaiser Permanente-Deer Valley Medical Center, Antioch, California, United States|Alta Bates Summit Medical Center-Herrick Campus, Berkeley, California, United States|University Oncology Associates, Clovis, California, United States|Kaiser Permanente-Fremont, Fremont, California, United States|Kaiser Permanente-Fresno, Fresno, California, United States|UC San Diego Moores Cancer Center, La Jolla, California, United States|Los Angeles County-USC Medical Center, Los Angeles, California, United States|USC / Norris Comprehensive Cancer Center, Los Angeles, California, United States|Kaiser Permanente-Modesto, Modesto, California, United States|Kaiser Permanente-Oakland, Oakland, California, United States|UC Irvine Health/Chao Family Comprehensive Cancer Center, Orange, California, United States|Kaiser Permanente-Redwood City, Redwood City, California, United States|Kaiser Permanente-Richmond, Richmond, California, United States|Kaiser Permanente-Roseville, Roseville, California, United States|University of California Davis Comprehensive Cancer Center, Sacramento, California, United States|Kaiser Permanente-South Sacramento, Sacramento, California, United States|Kaiser Permanente - Sacramento, Sacramento, California, United States|California Pacific Medical Center-Pacific Campus, San Francisco, California, United States|Kaiser Permanente-San Francisco, San Francisco, California, United States|Kaiser Permanente-Santa Teresa-San Jose, San Jose, California, United States|Kaiser Permanente San Leandro, San Leandro, California, United States|Kaiser Permanente-San Rafael, San Rafael, California, United States|Kaiser Permanente Medical Center - Santa Clara, Santa Clara, California, United States|Kaiser Permanente-Santa Rosa, Santa Rosa, California, United States|Kaiser Permanente-South San Francisco, South San Francisco, California, United States|Kaiser Permanente-Stockton, Stockton, California, United States|Palo Alto Medical Foundation-Sunnyvale, Sunnyvale, California, United States|Kaiser Permanente Medical Center-Vacaville, Vacaville, California, United States|Kaiser Permanente-Vallejo, Vallejo, California, United States|Kaiser Permanente-Walnut Creek, Walnut Creek, California, United States|Christiana Care Health System-Christiana Hospital, Newark, Delaware, United States|MedStar Georgetown University Hospital, Washington, District of Columbia, United States|Memorial Regional Hospital/Joe DiMaggio Children's Hospital, Hollywood, Florida, United States|University of Miami Miller School of Medicine-Sylvester Cancer Center, Miami, Florida, United States|Florida Hospital Orlando, Orlando, Florida, United States|Memorial Hospital West, Pembroke Pines, Florida, United States|Moffitt Cancer Center, Tampa, Florida, United States|Northwest Community Hospital, Arlington Heights, Illinois, United States|Northwestern University, Chicago, Illinois, United States|University of Chicago Comprehensive Cancer Center, Chicago, Illinois, United States|NorthShore University HealthSystem-Evanston Hospital, Evanston, Illinois, United States|Northwestern Medicine Cancer Center Delnor, Geneva, Illinois, United States|NorthShore University HealthSystem-Glenbrook Hospital, Glenview, Illinois, United States|NorthShore University HealthSystem-Highland Park Hospital, Highland Park, Illinois, United States|Loyola University Medical Center, Maywood, Illinois, United States|Edward Hospital/Cancer Center, Naperville, Illinois, United States|Edward Hospital/Cancer Center?Plainfield, Plainfield, Illinois, United States|Northwestern Medicine Cancer Center Warrenville, Warrenville, Illinois, United States|Goshen Center for Cancer Care, Goshen, Indiana, United States|Indiana University/Melvin and Bren Simon Cancer Center, Indianapolis, Indiana, United States|Iowa Methodist Medical Center, Des Moines, Iowa, United States|University of Kansas Cancer Center, Kansas City, Kansas, United States|University of Kansas Hospital-Westwood Cancer Center, Westwood, Kansas, United States|University of Kentucky/Markey Cancer Center, Lexington, Kentucky, United States|The James Graham Brown Cancer Center at University of Louisville, Louisville, Kentucky, United States|Ochsner Medical Center Jefferson, New Orleans, Louisiana, United States|MaineHealth/SMHC Cancer Care and Blood Disorders-Biddeford, Biddeford, Maine, United States|MaineHealth/SMHC Cancer Care and Blood Disorders-Sanford, Sanford, Maine, United States|Maine Medical Center- Scarborough Campus, Scarborough, Maine, United States|Saint Agnes Hospital, Baltimore, Maryland, United States|Johns Hopkins University/Sidney Kimmel Cancer Center, Baltimore, Maryland, United States|Boston Medical Center, Boston, Massachusetts, United States|Dana-Farber Cancer Institute, Boston, Massachusetts, United States|University of Massachusetts Medical School, Worcester, Massachusetts, United States|Saint Joseph Mercy Hospital, Ann Arbor, Michigan, United States|University of Michigan Comprehensive Cancer Center, Ann Arbor, Michigan, United States|Bronson Battle Creek, Battle Creek, Michigan, United States|Wayne State University/Karmanos Cancer Institute, Detroit, Michigan, United States|Henry Ford Hospital, Detroit, Michigan, United States|Weisberg Cancer Treatment Center, Farmington Hills, Michigan, United States|West Michigan Cancer Center, Kalamazoo, Michigan, United States|McLaren Cancer Institute-Macomb, Mount Clemens, Michigan, United States|McLaren Cancer Institute-Northern Michigan, Petoskey, Michigan, United States|Ascension Saint Mary's Hospital, Saginaw, Michigan, United States|Coborn Cancer Center at Saint Cloud Hospital, Saint Cloud, Minnesota, United States|Southeast Cancer Center, Cape Girardeau, Missouri, United States|University of Missouri - Ellis Fischel, Columbia, Missouri, United States|Missouri Baptist Medical Center, Saint Louis, Missouri, United States|CHI Health Good Samaritan, Kearney, Nebraska, United States|Renown Regional Medical Center, Reno, Nevada, United States|Dartmouth Hitchcock Medical Center, Lebanon, New Hampshire, United States|Memorial Sloan Kettering Basking Ridge, Basking Ridge, New Jersey, United States|Memorial Sloan Kettering Monmouth, Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen, Montvale, New Jersey, United States|Morristown Medical Center, Morristown, New Jersey, United States|Rutgers Cancer Institute of New Jersey-Robert Wood Johnson University Hospital, New Brunswick, New Jersey, United States|Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, United States|University of New Mexico Cancer Center, Albuquerque, New Mexico, United States|Memorial Sloan Kettering Commack, Commack, New York, United States|Memorial Sloan Kettering Westchester, Harrison, New York, United States|NYP/Columbia University Medical Center/Herbert Irving Comprehensive Cancer Center, New York, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|NYP/Weill Cornell Medical Center, New York, New York, United States|University of Rochester, Rochester, New York, United States|State University of New York Upstate Medical University, Syracuse, New York, United States|Memorial Sloan Kettering Nassau, Uniondale, New York, United States|Atrium Health Stanly/LCI-Albemarle, Albemarle, North Carolina, United States|Mission Hospital Inc-Memorial Campus, Asheville, North Carolina, United States|UNC Lineberger Comprehensive Cancer Center, Chapel Hill, North Carolina, United States|Carolinas Medical Center/Levine Cancer Institute, Charlotte, North Carolina, United States|Atrium Health Lincoln/LCI-Lincoln, Charlotte, North Carolina, United States|Levine Cancer Institute-SouthPark, Charlotte, North Carolina, United States|Atrium Health University City/LCI-University, Charlotte, North Carolina, United States|Levine Cancer Institute-Mallard Creek, Charlotte, North Carolina, United States|Levine Cancer Institute-Ballantyne, Charlotte, North Carolina, United States|Atrium Health Cabarrus/LCI-Concord, Concord, North Carolina, United States|Duke University Medical Center, Durham, North Carolina, United States|Atrium Health Union/LCI-Union, Monroe, North Carolina, United States|Atrium Health Cleveland/LCI-Cleveland, Shelby, North Carolina, United States|NHRMC Radiation Oncology - Supply, Supply, North Carolina, United States|New Hanover Regional Medical Center/Zimmer Cancer Center, Wilmington, North Carolina, United States|NHRMC Radiation Oncology - 16th Street, Wilmington, North Carolina, United States|Wake Forest University Health Sciences, Winston-Salem, North Carolina, United States|Sanford Broadway Medical Center, Fargo, North Dakota, United States|Sanford Roger Maris Cancer Center, Fargo, North Dakota, United States|University of Cincinnati/Barrett Cancer Center, Cincinnati, Ohio, United States|Ohio State University Comprehensive Cancer Center, Columbus, Ohio, United States|University of Oklahoma Health Sciences Center, Oklahoma City, Oklahoma, United States|Providence Portland Medical Center, Portland, Oregon, United States|Providence Saint Vincent Medical Center, Portland, Oregon, United States|Lehigh Valley Hospital-Cedar Crest, Allentown, Pennsylvania, United States|Saint Luke's University Hospital-Bethlehem Campus, Bethlehem, Pennsylvania, United States|Geisinger Medical Center, Danville, Pennsylvania, United States|Penn State Milton S Hershey Medical Center, Hershey, Pennsylvania, United States|Thomas Jefferson University Hospital, Philadelphia, Pennsylvania, United States|Fox Chase Cancer Center, Philadelphia, Pennsylvania, United States|Temple University Hospital, Philadelphia, Pennsylvania, United States|Pottstown Hospital, Pottstown, Pennsylvania, United States|Reading Hospital, West Reading, Pennsylvania, United States|Medical University of South Carolina, Charleston, South Carolina, United States|Greenville Health System Cancer Institute-Faris, Greenville, South Carolina, United States|Greenville Health System Cancer Institute-Eastside, Greenville, South Carolina, United States|Levine Cancer Institute-Rock Hill, Rock Hill, South Carolina, United States|Greenville Health System Cancer Institute-Seneca, Seneca, South Carolina, United States|Sanford Cancer Center Oncology Clinic, Sioux Falls, South Dakota, United States|Avera Cancer Institute, Sioux Falls, South Dakota, United States|Sanford USD Medical Center - Sioux Falls, Sioux Falls, South Dakota, United States|Vanderbilt University/Ingram Cancer Center, Nashville, Tennessee, United States|UT Southwestern/Simmons Cancer Center-Dallas, Dallas, Texas, United States|M D Anderson Cancer Center, Houston, Texas, United States|Huntsman Cancer Institute/University of Utah, Salt Lake City, Utah, United States|University of Virginia Cancer Center, Charlottesville, Virginia, United States|IMG Hematology Oncology 8501, Fairfax, Virginia, United States|IMG Hematology Oncology 8505, Fairfax, Virginia, United States|Inova Fairfax Hospital, Falls Church, Virginia, United States|Seattle Cancer Care Alliance, Seattle, Washington, United States|University of Washington Medical Center, Seattle, Washington, United States|Edwards Comprehensive Cancer Center, Huntington, West Virginia, United States|West Virginia University Healthcare, Morgantown, West Virginia, United States|University of Wisconsin Hospital and Clinics, Madison, Wisconsin, United States|UW Cancer Center at ProHealth Care, Waukesha, Wisconsin, United States|University Health Network-Princess Margaret Hospital, Toronto, Ontario, Canada","https://ClinicalTrials.gov/show/NCT02839343"
304,"Verification of Predictive Biomarkers for Pancreatic Cancer Treatment Using Multicenter Liquid Biopsy","Recruiting","No Results Available","Pancreas Adenocarcinoma",,"NATIONAL CANCER CENTER 323, Ilsan-ro, Ilsandong-gu,, Goyang-si, Gyeonggi-do, Korea, Republic of","https://ClinicalTrials.gov/show/NCT04241367"
305,"Randomized Trial for Optimal Number of Passes Required for Molecular Profiling During EUS-FNB of Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Cancer|Pancreatic Neoplasms|Adenocarcinoma of the Pancreas","Procedure: 2 passes during EUS-guided fine needle biopsy|Procedure: 3 passes during EUS-guided fine needle biopsy","Orlando Health, Orlando, Florida, United States","https://ClinicalTrials.gov/show/NCT05043532"
306,"Study of Pre-surgery Gemcitabine + Hydroxychloroquine (GcHc) in Stage IIb or III Adenocarcinoma of the Pancreas","Completed","Has Results","Pancreatic Cancer","Drug: Hydroxychloroquine|Drug: Gemcitabine","UPCI/UPMC Cancer Centers, Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT01128296"
307,"Survival Analysis After Neoadjuvant Therapy in Patients With Resectable Pancreatic Cancer and Risk Factors","Not yet recruiting","No Results Available","Pancreatic Adenocarcinoma|Pancreatic Cancer Resectable","Drug: Folfirinox and Stereotactic Body Radiotherapy",,"https://ClinicalTrials.gov/show/NCT05181605"
308,"An Exercise and Nutrition Monitoring Intervention (Pt Pal) for the Improvement of Strength in Patients With Pancreatic or Stomach Cancer Receiving Chemoradiation Therapy Before Surgery, SurgeryStrong Study","Recruiting","No Results Available","Gastric Adenocarcinoma|Pancreatic Adenocarcinoma","Other: Aerobic Exercise|Other: Dietary Intervention|Other: Nutritional Intervention|Other: Quality-of-Life Assessment|Other: Questionnaire Administration|Other: Resistance Training","M D Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT05056805"
309,"Hepatic Artery Infusional Floxuridine to Treat Pancreatic Cancer Liver Metastases","Recruiting","No Results Available","Pancreatic Adenocarcinoma|Liver Metastases","Drug: Floxuridine (FUDR)|Device: Hepatic Artery Infusion Pump|Drug: Heparinized Saline","Spectrum Health, Grand Rapids, Michigan, United States","https://ClinicalTrials.gov/show/NCT03856658"
310,"The Effect of Gemcitabine Plus Nab-paclitaxel as Secondary Chemotherapy in Advanced Pancreatic Cancer","Unknown status","No Results Available","Pancreatic Adenocarcinoma|Chemotherapy Effect","Drug: Chemotherapy (Gemcitabine + nab-paclitaxel)","Seoul National University Hospital, Seoul, Korea, Republic of","https://ClinicalTrials.gov/show/NCT03401827"
311,"Liquid Biopsy in Pancreatic Cancer","Recruiting","No Results Available","Pancreatic Cancer|Pancreatic Adenocarcinoma",,"Odense University Hospital, Odense, Denmark","https://ClinicalTrials.gov/show/NCT05400681"
312,"EUS-guided PORtal Vein Sampling for Circulating Tumor Cells in Pancreatic Cancer Patients","Not yet recruiting","No Results Available","Pancreatic Cancer|Pancreatic Adenocarcinoma","Procedure: EUS-guided Portal Vein sampling",,"https://ClinicalTrials.gov/show/NCT05247164"
313,"Gemcitabine Hydrochloride, and Radiation Therapy in Patients With Borderline Resectable Pancreatic Cancer","Active, not recruiting","No Results Available","Pancreatic Adenocarcinoma|Stage IIA Pancreatic Cancer|Stage IIB Pancreatic Cancer|Stage III Pancreatic Cancer","Drug: Fluorouracil|Drug: Gemcitabine Hydrochloride|Radiation: Intensity-Modulated Radiation Therapy|Drug: Irinotecan Hydrochloride|Drug: Leucovorin Calcium|Drug: Oxaliplatin","Montefiore Medical Center-Weiler Hospital, Bronx, New York, United States","https://ClinicalTrials.gov/show/NCT01897454"
314,"Phase 1 Study of Preoperative Gemcitabine Plus CP-870, 893 Followed by Addition of CP-870,893 to Standard -Of-care Adjuvant Chemoradiation for Patients With Newly Diagnosed Resectable Pancreatic Carcinoma","Completed","No Results Available","Adenocarcinoma Pancreas","Other: Gemcitabine|Drug: CP-870,893","Abramson Cancer Center of the University of Pennsylvania, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT01456585"
315,"INTER-Regional COHORTE of Long Term Pancreatic Cancer Survivors","Recruiting","No Results Available","Pancreas Cancer|Pancreatic Adenocarcinoma",,"Hop Claude Huriez Chu Lille, Lille, France","https://ClinicalTrials.gov/show/NCT04436679"
316,"Nab-paclitaxel and Gemcitabine Hydrochloride Followed by Radiation Therapy Before Surgery in Treating Patients With Pancreatic Cancer That Can Be Removed by Surgery","Active, not recruiting","Has Results","Pancreatic Adenocarcinoma|Resectable Pancreatic Carcinoma","Drug: Fluorouracil|Drug: Gemcitabine|Radiation: Image Guided Radiation Therapy|Radiation: Intensity-Modulated Radiation Therapy|Other: Laboratory Biomarker Analysis|Drug: Nab-paclitaxel|Procedure: Therapeutic Conventional Surgery","OHSU Knight Cancer Institute, Portland, Oregon, United States","https://ClinicalTrials.gov/show/NCT02427841"
317,"Nab-Paclitaxel + Cisplatin + Gemcitabine + TTF in pt. w/ Metastatic PAC","Recruiting","No Results Available","Pancreas Cancer|Metastatic Pancreatic Cancer|Pancreatic Adenocarcinoma|Metastatic Adenocarcinoma","Combination Product: Modified GCN+TTF treatment","Mayo Clinic, Jacksonville, Florida, United States","https://ClinicalTrials.gov/show/NCT04605913"
318,"Study of Neoadjuvent Chemotherapy Followed by SBRT in Patients With Resectable and Borderline Resectable Pancreatic Cancer","Withdrawn","No Results Available","Pancreatic Cancer|Pancreatic Adenocarcinoma","Radiation: Stereotactic Body Radiation Therapy (SBRT)|Drug: FOLFIRINOX","Indiana University Melvin & Bren Simon Cancer Center, Indianapolis, Indiana, United States","https://ClinicalTrials.gov/show/NCT04130399"
319,"Gemcitabine Hydrochloride and Tanespimycin in Treating Patients With Stage IV Pancreatic Cancer","Completed","Has Results","Adenocarcinoma of the Pancreas|Recurrent Pancreatic Cancer|Stage IV Pancreatic Cancer","Drug: gemcitabine hydrochloride|Drug: tanespimycin","Mayo Clinic, Rochester, Minnesota, United States","https://ClinicalTrials.gov/show/NCT00577889"
320,"High or Standard Intensity Radiation Therapy After Gemcitabine Hydrochloride and Nab-paclitaxel in Treating Patients With Pancreatic Cancer That Cannot Be Removed by Surgery","Terminated","Has Results","Pancreatic Adenocarcinoma|Stage III Pancreatic Cancer","Radiation: low intensity radiation therapy|Drug: Capecitabine|Drug: Gemcitabine|Radiation: high intensity radiation therapy|Drug: nab-Paclitaxel","Kaiser Permanente Oakland-Broadway, Oakland, California, United States|Kaiser Permanente Medical Center - Santa Clara, Santa Clara, California, United States|Kaiser Permanente Cancer Treatment Center, South San Francisco, California, United States|Emory University/Winship Cancer Institute, Atlanta, Georgia, United States|Saint Joseph Hospital, Chicago, Illinois, United States|Decatur Memorial Hospital, Decatur, Illinois, United States|OSF Saint Francis Medical Center Radiation Oncology Service at the Central Illinois Comprehensive CC, Peoria, Illinois, United States|OSF Saint Francis Medical Center, Peoria, Illinois, United States|Radiation Oncology Associates PC, Fort Wayne, Indiana, United States|Parkview Hospital Randallia, Fort Wayne, Indiana, United States|McFarland Clinic PC-William R Bliss Cancer Center, Ames, Iowa, United States|Iowa Methodist Medical Center, Des Moines, Iowa, United States|Ochsner Medical Center Jefferson, New Orleans, Louisiana, United States|Johns Hopkins University/Sidney Kimmel Cancer Center, Baltimore, Maryland, United States|Boston Medical Center, Boston, Massachusetts, United States|Saint Joseph Mercy Hospital, Ann Arbor, Michigan, United States|Sanford Clinic North-Bemidgi, Bemidji, Minnesota, United States|Mayo Clinic, Rochester, Minnesota, United States|Rice Memorial Hospital, Willmar, Minnesota, United States|Mercy Hospital Saint Louis, Saint Louis, Missouri, United States|Mercy Hospital Springfield, Springfield, Missouri, United States|CoxHealth South Hospital, Springfield, Missouri, United States|Fox Chase Cancer Center at Virtua Memorial Hospital of Burlington County, Mount Holly, New Jersey, United States|Capital Health Medical Center-Hopewell, Pennington, New Jersey, United States|University of Rochester, Rochester, New York, United States|Sanford Bismarck Medical Center, Bismarck, North Dakota, United States|Roger Maris Cancer Center, Fargo, North Dakota, United States|Akron General Medical Center, Akron, Ohio, United States|Bryn Mawr Hospital, Bryn Mawr, Pennsylvania, United States|Paoli Memorial Hospital, Paoli, Pennsylvania, United States|University of Pennsylvania/Abramson Cancer Center, Philadelphia, Pennsylvania, United States|Reading Hospital, West Reading, Pennsylvania, United States|Lankenau Medical Center, Wynnewood, Pennsylvania, United States|Rhode Island Hospital, Providence, Rhode Island, United States|Sanford USD Medical Center - Sioux Falls, Sioux Falls, South Dakota, United States|Thompson Cancer Survival Center, Knoxville, Tennessee, United States|M D Anderson Cancer Center, Houston, Texas, United States|Intermountain Medical Center, Murray, Utah, United States|McKay-Dee Hospital Center, Ogden, Utah, United States|Huntsman Cancer Institute/University of Utah, Salt Lake City, Utah, United States|Central Vermont Medical Center/National Life Cancer Treatment, Berlin, Vermont, United States|University of Vermont Medical Center, Burlington, Vermont, United States|Saint Vincent Hospital, Green Bay, Wisconsin, United States|Saint Mary's Hospital, Green Bay, Wisconsin, United States|Bay Area Medical Center, Marinette, Wisconsin, United States|Door County Cancer Center, Sturgeon Bay, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT01921751"
321,"Study Comparing Pancreatic EUS-FNB With the 20-gauge Procore® and the 22-gauge Acquire® Needles","Completed","No Results Available","Pancreas Cancer|Pancreatic Adenocarcinoma","Device: 20-GAUGE PROCORE® first, then 22-GAUGE ACQUIRE®|Device: 22-GAUGE ACQUIRE® first, then 20-GAUGE PROCORE®","David Karsenti, Charenton-le-Pont, Ile De France, France","https://ClinicalTrials.gov/show/NCT03567863"
322,"Predicting Effective Therapy in Pancreatic Cancer","Active, not recruiting","No Results Available","Pancreatic Cancer|Pancreatic Adenocarcinoma","Diagnostic Test: CTC isolocation and analysis","Memoral Sloan Kettering Cancer Center Basking Ridge, Basking Ridge, New Jersey, United States|Memorial Sloan Kettering Cancer Center @ Suffolk, Commack, New York, United States|Memoral Sloan Kettering Westchester, Harrison, New York, United States|Memorial Sloan Kettering Nassau, Uniondale, New York, United States","https://ClinicalTrials.gov/show/NCT03033927"
