"","ont","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","itemID","Count"
"GO:0055078","BP","GO:0055078","sodium ion homeostasis","11/74","447/22568",2.21616455243846e-07,1.08613579230188e-05,7.37211611465221e-06,"psb-11/nifedipine/icosapent/sitaxentan/lisinopril/theobromine/theophylline/macitentan/pentoxifylline/psb-1115/tolvaptan",11
"GO:0043586","BP","GO:0043586","tongue development","8/74","193/22568",2.30167831020697e-07,1.11719924133892e-05,7.58295840053006e-06,"panobinostat/quizartinib/imatinib/entinostat/erlotinib/theophylline/lapatinib/vandetanib",8
"GO:0044065","BP","GO:0044065","regulation of respiratory system process","6/74","79/22568",2.32514033085068e-07,1.1178388942985e-05,7.58730002698643e-06,"psb-11/nifedipine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0014808","BP","GO:0014808","release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","10/74","357/22568",2.53136005099509e-07,1.20550052239842e-05,8.18230085996923e-06,"nifedipine/icosapent/nicardipine/nilvadipine/maraviroc/piclamilast/nimodipine/zardaverine/verapamil/fpl-64176",10
"GO:0098903","BP","GO:0098903","regulation of membrane repolarization during action potential","5/74","42/22568",2.55713932731808e-07,1.20639619853287e-05,8.18838023651782e-06,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil",5
"GO:0016048","BP","GO:0016048","detection of temperature stimulus","9/74","272/22568",2.62219458232007e-07,1.22563317143997e-05,8.31895064858853e-06,"psb-11/nifedipine/icosapent/imatinib/theobromine/theophylline/pentoxifylline/vandetanib/psb-1115",9
"GO:1901077","BP","GO:1901077","regulation of relaxation of muscle","6/74","83/22568",3.12486154264846e-07,1.44718358415499e-05,9.82271783806928e-06,"papaverine/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine",6
"GO:0048066","BP","GO:0048066","developmental pigmentation","7/74","136/22568",3.17688144238481e-07,1.45789977465078e-05,9.89545367939002e-06,"quizartinib/imatinib/sitaxentan/obatoclax/lisinopril/fludarabine/macitentan",7
"GO:0009214","BP","GO:0009214","cyclic nucleotide catabolic process","8/74","202/22568",3.25903625190041e-07,1.48212747744084e-05,1.00598985300482e-05,"papaverine/nicardipine/vardenafil/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine",8
"GO:0098801","BP","GO:0098801","regulation of renal system process","10/74","368/22568",3.34505154597059e-07,1.5076625182196e-05,1.02332169005021e-05,"psb-11/nifedipine/sitaxentan/lisinopril/theobromine/theophylline/macitentan/pentoxifylline/psb-1115/tolvaptan",10
"GO:0003085","BP","GO:0003085","negative regulation of systemic arterial blood pressure","9/74","283/22568",3.65980991993566e-07,1.63493101556064e-05,1.10970482434938e-05,"psb-11/nicardipine/amiodarone/thioridazine/theobromine/theophylline/orciprenaline/pentoxifylline/psb-1115",9
"GO:0048786","CC","GO:0048786","presynaptic active zone","10/74","375/22568",3.97507956064789e-07,1.76019312475005e-05,1.19472612833877e-05,"psb-11/nifedipine/nicardipine/nilvadipine/theobromine/theophylline/pentoxifylline/nimodipine/verapamil/psb-1115",10
"GO:0070296","BP","GO:0070296","sarcoplasmic reticulum calcium ion transport","10/74","379/22568",4.37995868677904e-07,1.92261143050962e-05,1.30496709615247e-05,"nifedipine/icosapent/nicardipine/nilvadipine/maraviroc/piclamilast/nimodipine/zardaverine/verapamil/fpl-64176",10
"GO:0044304","CC","GO:0044304","main axon","9/74","291/22568",4.62290661836426e-07,2.00360904133326e-05,1.35994399648423e-05,"psb-11/flupirtine/nifedipine/theobromine/orlistat/theophylline/pentoxifylline/verapamil/psb-1115",9
"GO:0086028","BP","GO:0086028","bundle of His cell to Purkinje myocyte signaling","7/74","144/22568",4.68355520755398e-07,2.00360904133326e-05,1.35994399648423e-05,"nifedipine/nicardipine/amiodarone/nilvadipine/ethotoin/vernakalant/verapamil",7
"GO:0086043","BP","GO:0086043","bundle of His cell action potential","7/74","144/22568",4.68355520755398e-07,2.00360904133326e-05,1.35994399648423e-05,"nifedipine/nicardipine/amiodarone/nilvadipine/ethotoin/vernakalant/verapamil",7
"GO:0030315","CC","GO:0030315","T-tubule","11/74","490/22568",5.505542005609e-07,2.33546017179111e-05,1.58518701709485e-05,"nifedipine/icosapent/nicardipine/amiodarone/nilvadipine/thioridazine/ethotoin/nimodipine/vernakalant/verapamil/fpl-64176",11
"GO:0035307","BP","GO:0035307","positive regulation of protein dephosphorylation","10/74","390/22568",5.68572733025546e-07,2.39179596359413e-05,1.62342477719136e-05,"psb-11/quizartinib/nifedipine/imatinib/nicardipine/pi-103/theobromine/theophylline/pentoxifylline/psb-1115",10
"GO:0071435","BP","GO:0071435","potassium ion export","6/74","93/22568",6.14965569729841e-07,2.544546062292e-05,1.72710347667872e-05,"flupirtine/nifedipine/amiodarone/thioridazine/vernakalant/verapamil",6
"GO:0097623","BP","GO:0097623","potassium ion export across plasma membrane","6/74","93/22568",6.14965569729841e-07,2.544546062292e-05,1.72710347667872e-05,"flupirtine/nifedipine/amiodarone/thioridazine/vernakalant/verapamil",6
"GO:1901379","BP","GO:1901379","regulation of potassium ion transmembrane transport","9/74","304/22568",6.65843168202774e-07,2.71464369682621e-05,1.84255676728028e-05,"flupirtine/nifedipine/nicardipine/amiodarone/nilvadipine/thioridazine/nimodipine/vernakalant/verapamil",9
"GO:0055119","BP","GO:0055119","relaxation of cardiac muscle","8/74","222/22568",6.66830068158577e-07,2.71464369682621e-05,1.84255676728028e-05,"papaverine/icosapent/vardenafil/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine",8
"GO:0086069","BP","GO:0086069","bundle of His cell to Purkinje myocyte communication","7/74","153/22568",7.05588872642361e-07,2.84945010327891e-05,1.93405623616917e-05,"nifedipine/nicardipine/amiodarone/nilvadipine/ethotoin/vernakalant/verapamil",7
"GO:0003062","BP","GO:0003062","regulation of heart rate by chemical signal","6/74","96/22568",7.42152399123699e-07,2.97332167521939e-05,2.01813371691532e-05,"amiodarone/thioridazine/piclamilast/zardaverine/vernakalant/verapamil",6
"GO:0001780","BP","GO:0001780","neutrophil homeostasis","9/74","309/22568",7.62650240297422e-07,3.03138457718219e-05,2.05754374817083e-05,"papaverine/pi-103/theobromine/atorvastatin/theophylline/mycophenolate-mofetil/piclamilast/pentoxifylline/zardaverine",9
"GO:0051968","BP","GO:0051968","positive regulation of synaptic transmission, glutamatergic","9/74","313/22568",8.48652258111057e-07,3.34687234292548e-05,2.27168018104563e-05,"psb-11/imatinib/thioridazine/erlotinib/theobromine/theophylline/pentoxifylline/lapatinib/vandetanib",9
"GO:0006198","BP","GO:0006198","cAMP catabolic process","6/74","99/22568",8.9012071471428e-07,3.45640720605976e-05,2.34602666104857e-05,"papaverine/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine",6
"GO:0035585","BP","GO:0035585","calcium-mediated signaling using extracellular calcium source","6/74","99/22568",8.9012071471428e-07,3.45640720605976e-05,2.34602666104857e-05,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",6
"GO:0098684","CC","GO:0098684","photoreceptor ribbon synapse","5/74","54/22568",9.22037275991418e-07,3.55301081618678e-05,2.41159608947534e-05,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil",5
"GO:0003016","BP","GO:0003016","respiratory system process","8/74","234/22568",9.91298826130105e-07,3.79096702598846e-05,2.57310819701235e-05,"psb-11/quizartinib/nifedipine/theobromine/theophylline/pentoxifylline/vandetanib/psb-1115",8
"GO:1990454","CC","GO:1990454","L-type voltage-gated calcium channel complex","6/74","102/22568",1.06140938654228e-06,4.02856735583867e-05,2.73437875203413e-05,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",6
"GO:0086064","BP","GO:0086064","cell communication by electrical coupling involved in cardiac conduction","9/74","322/22568",1.07341769980998e-06,4.0437407079409e-05,2.74467762205931e-05,"nifedipine/icosapent/nicardipine/nilvadipine/piclamilast/nimodipine/zardaverine/verapamil/fpl-64176",9
"GO:0090075","BP","GO:0090075","relaxation of muscle","10/74","419/22568",1.08907795840002e-06,4.07234484000243e-05,2.76409259617314e-05,"psb-11/papaverine/icosapent/vardenafil/theobromine/theophylline/piclamilast/pentoxifylline/zardaverine/psb-1115",10
"GO:0030673","CC","GO:0030673","axolemma","6/74","103/22568",1.12415667485409e-06,4.17260506960547e-05,2.83214394477559e-05,"psb-11/theobromine/theophylline/pentoxifylline/verapamil/psb-1115",6
"GO:0035306","BP","GO:0035306","positive regulation of dephosphorylation","10/74","423/22568",1.18645863181184e-06,4.37171034553734e-05,2.96728609031696e-05,"psb-11/quizartinib/nifedipine/imatinib/nicardipine/pi-103/theobromine/theophylline/pentoxifylline/psb-1115",10
"GO:0032239","BP","GO:0032239","regulation of nucleobase-containing compound transport","5/74","57/22568",1.21146822115984e-06,4.43151563798179e-05,3.00787876420692e-05,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0016725","MF","GO:0016725","oxidoreductase activity, acting on CH or CH2 groups","9/74","330/22568",1.31472223056151e-06,4.76814415836073e-05,3.23636442477775e-05,"nifedipine/imatinib/amiodarone/suprofen/vardenafil/fludarabine/theophylline/skf-96365/verapamil",9
"GO:0055118","BP","GO:0055118","negative regulation of cardiac muscle contraction","5/74","58/22568",1.32238546388768e-06,4.76814415836073e-05,3.23636442477775e-05,"papaverine/vardenafil/pi-103/theophylline/pentoxifylline",5
"GO:0010644","BP","GO:0010644","cell communication by electrical coupling","9/74","331/22568",1.34795118920334e-06,4.82585645609819e-05,3.27553648440229e-05,"nifedipine/icosapent/nicardipine/nilvadipine/piclamilast/nimodipine/zardaverine/verapamil/fpl-64176",9
"GO:0086059","MF","GO:0086059","voltage-gated calcium channel activity involved SA node cell action potential","5/74","59/22568",1.44115361874496e-06,5.12319962494686e-05,3.47735732321337e-05,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil",5
"GO:0098911","BP","GO:0098911","regulation of ventricular cardiac muscle cell action potential","6/74","108/22568",1.4851575384967e-06,5.18110808093497e-05,3.51666252469833e-05,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",6
"GO:0010880","BP","GO:0010880","regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum","9/74","335/22568",1.48823429424638e-06,5.18110808093497e-05,3.51666252469833e-05,"nifedipine/icosapent/nicardipine/nilvadipine/piclamilast/nimodipine/zardaverine/verapamil/fpl-64176",9
"GO:1900271","BP","GO:1900271","regulation of long-term synaptic potentiation","9/74","335/22568",1.48823429424638e-06,5.18110808093497e-05,3.51666252469833e-05,"psb-11/imatinib/thioridazine/theobromine/atorvastatin/theophylline/pentoxifylline/vandetanib/psb-1115",9
"GO:0044557","BP","GO:0044557","relaxation of smooth muscle","6/74","110/22568",1.65378205153003e-06,5.6492096282691e-05,3.83438513220784e-05,"psb-11/icosapent/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0086056","MF","GO:0086056","voltage-gated calcium channel activity involved in AV node cell action potential","6/74","110/22568",1.65378205153003e-06,5.6492096282691e-05,3.83438513220784e-05,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",6
"GO:0042738","BP","GO:0042738","exogenous drug catabolic process","10/74","439/22568",1.65626589735306e-06,5.6492096282691e-05,3.83438513220784e-05,"nifedipine/imatinib/amiodarone/suprofen/vardenafil/erlotinib/ethotoin/theophylline/skf-96365/verapamil",10
"GO:0046581","CC","GO:0046581","intercellular canaliculus","5/74","61/22568",1.70383951907885e-06,5.77247106866446e-05,3.91804848788531e-05,"saxagliptin/zosuquidar/atorvastatin/linagliptin/verapamil",5
"GO:1990266","BP","GO:1990266","neutrophil migration","10/74","441/22568",1.72510751792269e-06,5.80556183364917e-05,3.94050875146552e-05,"nifedipine/papaverine/pi-103/theobromine/atorvastatin/theophylline/piclamilast/pentoxifylline/zardaverine/vandetanib",10
"GO:0005251","MF","GO:0005251","delayed rectifier potassium channel activity","6/74","111/22568",1.74377541848344e-06,5.82952206126119e-05,3.95677168850721e-05,"flupirtine/nifedipine/amiodarone/thioridazine/vernakalant/verapamil",6
"GO:0045987","BP","GO:0045987","positive regulation of smooth muscle contraction","10/74","442/22568",1.76045508808506e-06,5.84656400306142e-05,3.96833885852968e-05,"quizartinib/nifedipine/ski-ii/imatinib/nicardipine/thioridazine/fludarabine/atorvastatin/pentoxifylline/verapamil",10
"GO:0045988","BP","GO:0045988","negative regulation of striated muscle contraction","5/74","62/22568",1.84858576557237e-06,6.09912480039824e-05,4.13976378874307e-05,"papaverine/vardenafil/pi-103/theophylline/pentoxifylline",5
"GO:0042908","BP","GO:0042908","xenobiotic transport","7/74","178/22568",1.94544462720508e-06,6.37701589489042e-05,4.32838158684384e-05,"nifedipine/imatinib/amiodarone/erlotinib/ethotoin/zosuquidar/verapamil",7
"GO:0007263","BP","GO:0007263","nitric oxide mediated signal transduction","9/74","347/22568",1.98742039705732e-06,6.47257946086796e-05,4.39324508823196e-05,"papaverine/vardenafil/lisinopril/erlotinib/atorvastatin/theophylline/pentoxifylline/lapatinib/vandetanib",9
"GO:0045932","BP","GO:0045932","negative regulation of muscle contraction","9/74","348/22568",2.03487224189472e-06,6.58463786992599e-05,4.46930441792666e-05,"psb-11/papaverine/vardenafil/pi-103/theobromine/theophylline/orciprenaline/pentoxifylline/psb-1115",9
"GO:0032965","BP","GO:0032965","regulation of collagen biosynthetic process","9/74","350/22568",2.13271591571605e-06,6.80905177220964e-05,4.62162472235849e-05,"panobinostat/quizartinib/icosapent/imatinib/amiodarone/entinostat/atorvastatin/theophylline/pentoxifylline",9
"GO:0042323","BP","GO:0042323","negative regulation of circadian sleep/wake cycle, non-REM sleep","6/74","115/22568",2.14468944489171e-06,6.80905177220964e-05,4.62162472235849e-05,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0070256","BP","GO:0070256","negative regulation of mucus secretion","6/74","115/22568",2.14468944489171e-06,6.80905177220964e-05,4.62162472235849e-05,"psb-11/fludarabine/theobromine/theophylline/pentoxifylline/psb-1115",6
"GO:0008331","MF","GO:0008331","high voltage-gated calcium channel activity","6/74","116/22568",2.25584067027318e-06,7.02931092811049e-05,4.77112500437894e-05,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",6
"GO:0086007","MF","GO:0086007","voltage-gated calcium channel activity involved in cardiac muscle cell action potential","6/74","116/22568",2.25584067027318e-06,7.02931092811049e-05,4.77112500437894e-05,"nifedipine/nicardipine/nilvadipine/nimodipine/verapamil/fpl-64176",6
"GO:0086008","MF","GO:0086008","voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization","6/74","116/22568",2.25584067027318e-06,7.02931092811049e-05,4.77112500437894e-05,"flupirtine/nifedipine/amiodarone/thioridazine/vernakalant/verapamil",6
"GO:0002674","BP","GO:0002674","negative regulation of acute inflammatory response","7/74","183/22568",2.33897215534286e-06,7.20459782338058e-05,4.89010049109679e-05,"psb-11/icosapent/amiodarone/theobromine/theophylline/pentoxifylline/psb-1115",7
"GO:0010712","BP","GO:0010712","regulation of collagen metabolic process","9/74","354/22568",2.34063796163711e-06,7.20459782338058e-05,4.89010049109679e-05,"panobinostat/quizartinib/icosapent/imatinib/amiodarone/entinostat/atorvastatin/theophylline/pentoxifylline",9
"GO:0030326","BP","GO:0030326","embryonic limb morphogenesis","10/74","457/22568",2.37185580734235e-06,7.2127277804001e-05,4.89561867653731e-05,"panobinostat/nifedipine/nicardipine/nilvadipine/entinostat/fludarabine/theophylline/nimodipine/verapamil/fpl-64176",10
"GO:0035113","BP","GO:0035113","embryonic appendage morphogenesis","10/74","457/22568",2.37185580734235e-06,7.2127277804001e-05,4.89561867653731e-05,"panobinostat/nifedipine/nicardipine/nilvadipine/entinostat/fludarabine/theophylline/nimodipine/verapamil/fpl-64176",10
"GO:0010460","BP","GO:0010460","positive regulation of heart rate","9/74","357/22568",2.50783710982245e-06,7.58057588645732e-05,5.14529454300162e-05,"flupirtine/nifedipine/nicardipine/amiodarone/thioridazine/fludarabine/piclamilast/zardaverine/tolvaptan",9
"GO:1900452","BP","GO:1900452","regulation of long-term synaptic depression","5/74","66/22568",2.52716200973766e-06,7.59352013402126e-05,5.15408041459655e-05,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115",5
"GO:0014048","BP","GO:0014048","regulation of glutamate secretion","6/74","120/22568",2.74849677708858e-06,8.20971108327997e-05,5.57231828677878e-05,"psb-11/theobromine/theophylline/pentoxifylline/psb-1115/tolvaptan",6
"GO:0045956","BP","GO:0045956","positive regulation of calcium ion-dependent exocytosis","7/74","189/22568",2.89697805862751e-06,8.60232072938333e-05,5.83880097884368e-05,"nifedipine/nicardipine/amiodarone/nilvadipine/orlistat/nimodipine/verapamil",7
"GO:1900272","BP","GO:1900272","negative regulation of long-term synaptic potentiation","7/74","191/22568",3.106025687463e-06,9.16913314053404e-05,6.22352330728966e-05,"psb-11/imatinib/theobromine/atorvastatin/theophylline/pentoxifylline/psb-1115",7
"GO:0042531","BP","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","9/74","368/22568",3.21211007336231e-06,9.42716956414706e-05,6.3986648034237e-05,"panobinostat/quizartinib/imatinib/entinostat/atorvastatin/theophylline/pentoxifylline/lapatinib/vandetanib",9
